type,severity,message,project_name,project_code,ministry,sector,state,risk_score
PF_GAP,WARNING,Physical-Financial gap of 87.4%,"Earthwork in Formation, Road Work, Construction of Bridges, Blanketing, P. Way",618454.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
ELEVATED_RISK_ML,WARNING,ML risk score: 65/100,"Earthwork in Formation, Road Work, Construction of Bridges, Blanketing, P. Way",618454.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
TIME_OVERRUN,WARNING,Delayed by 27 months,"Earthwork in Formation, Road Work, Construction of Bridges, Blanketing, P. Way",618454.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,"Earthwork in Formation, Road Work, Construction of Bridges, Blanketing, P. Way",618454.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
EXPENDITURE_LAG,CRITICAL,Only 28% budget spent but 518% time elapsed,Construction of Balance Work of the 4-Laning of the Section from Jorhat to Jhanji,618442.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,55.6
PF_GAP,WARNING,Physical-Financial gap of 72.0%,Construction of Balance Work of the 4-Laning of the Section from Jorhat to Jhanji,618442.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,55.6
TIME_OVERRUN,WARNING,Delayed by 22 months,Construction of Balance Work of the 4-Laning of the Section from Jorhat to Jhanji,618442.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,55.6
EXPENDITURE_LAG,CRITICAL,Only 21% budget spent but 209% time elapsed,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,618441.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,76.1
PF_GAP,WARNING,Physical-Financial gap of 66.4%,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,618441.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,76.1
ELEVATED_RISK_ML,WARNING,ML risk score: 76/100,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,618441.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,76.1
TIME_OVERRUN,WARNING,Delayed by 13 months,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,618441.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,76.1
EXPENDITURE_LAG,CRITICAL,Only 17% budget spent but 192% time elapsed,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,618440.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,56.9
PF_GAP,WARNING,Physical-Financial gap of 49.3%,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,618440.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,56.9
PF_GAP,WARNING,Physical-Financial gap of -76.5%,4-Laning of NH-37 Section between Demow to End of Moran Bypass From Km.,618438.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,54.8
TIME_OVERRUN,WARNING,Delayed by 13 months,4-Laning of NH-37 Section between Demow to End of Moran Bypass From Km.,618438.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,54.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,4-Laning of NH-37 Section between Demow to End of Moran Bypass From Km.,618438.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,54.8
PF_GAP,WARNING,Physical-Financial gap of 57.5%,Construction of Balance Work of 4-Laning of NH-37 Section between End of,618437.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,62.7
ELEVATED_RISK_ML,WARNING,ML risk score: 63/100,Construction of Balance Work of 4-Laning of NH-37 Section between End of,618437.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,62.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of Balance Work of 4-Laning of NH-37 Section between End of,618437.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,62.7
PF_GAP,WARNING,Physical-Financial gap of 27.8%,4-Laning of Jamugurihat to end of Biswanath Chariali By-Pass from Km 182.000,618436.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,56.4
TIME_OVERRUN,CRITICAL,Delayed by 73 months,4-Laning of Jamugurihat to end of Biswanath Chariali By-Pass from Km 182.000,618436.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,56.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,4-Laning of Jamugurihat to end of Biswanath Chariali By-Pass from Km 182.000,618436.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,56.4
PF_GAP,WARNING,Physical-Financial gap of 26.9%,Widening/Improvement to 4-Lane with Paved Shoulder configuration of existing,618371.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,12.7
PF_GAP,WARNING,Physical-Financial gap of 33.5%,Wideinig & Upgradation to 2-lanes with paved shoulders road from Tamenglong,618354.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,41.7
PF_GAP,WARNING,Physical-Financial gap of 22.9%,Widening & Upgradation to 2-lanes with paved shoulders road from Tamenglong,618353.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,49.5
TIME_OVERRUN,WARNING,Delayed by 13 months,Widening & Upgradation to 2-lanes with paved shoulders road from Tamenglong,618353.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,49.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Widening & Upgradation to 2-lanes with paved shoulders road from Tamenglong,618353.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,49.5
PF_GAP,WARNING,Physical-Financial gap of 22.5%,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong,618352.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,46.2
TIME_OVERRUN,WARNING,Delayed by 13 months,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong,618352.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,46.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong,618352.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,46.2
PF_GAP,WARNING,Physical-Financial gap of 22.5%,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong,618351.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,46.5
TIME_OVERRUN,WARNING,Delayed by 13 months,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong,618351.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,46.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong,618351.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,46.5
PF_GAP,WARNING,Physical-Financial gap of 32.1%,Widening/Improvement to 4-Lane with Paved Shoulder from km 626030 Nalani,618340.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,44.9
TIME_OVERRUN,WARNING,Delayed by 17 months,Widening/Improvement to 4-Lane with Paved Shoulder from km 626030 Nalani,618340.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,44.9
PF_GAP,WARNING,Physical-Financial gap of 24.9%,lmprovement to 4-Lane with Paved Shoulder from existing km 260000 Design,618331.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,17.4
PF_GAP,WARNING,Physical-Financial gap of 37.2%,Widening/Improvement to 4-Lane with Paved Shoulder from KM 38500 to Km,618326.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,43.1
ELEVATED_RISK_ML,WARNING,ML risk score: 61/100,Construction of 4-Lane Panchgram Bypass from Design Chainage km 15500 on,618308.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,61.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of 4-Lane Panchgram Bypass from Design Chainage km 15500 on,618308.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,61.4
EXPENDITURE_LAG,CRITICAL,Only 39% budget spent but 171% time elapsed,Construction of Mangaldoi Bypass NH-15 starting at Ch 26400 and terminating at,617895.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,49.1
PF_GAP,WARNING,Physical-Financial gap of 37.2%,Construction of Mangaldoi Bypass NH-15 starting at Ch 26400 and terminating at,617895.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,49.1
TIME_OVERRUN,WARNING,Delayed by 20 months,Construction of Mangaldoi Bypass NH-15 starting at Ch 26400 and terminating at,617895.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,49.1
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 95% time elapsed,Construction of 4 lane Gauripur Bypass Starting bfrom Km 852.56 of NH-,617896.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,31.0
PF_GAP,WARNING,Physical-Financial gap of 34.0%,Construction of 4 lane Gauripur Bypass Starting bfrom Km 852.56 of NH-,617896.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,31.0
EXPENDITURE_LAG,CRITICAL,Only 7% budget spent but 106% time elapsed,Construction of 2 lane Barpeta Bypass from Km 77900Baradi to Km 86150,618034.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,35.3
PROGRESS_STAGNATION,CRITICAL,Only 20% progress with 106% time elapsed,Construction of 2 lane Barpeta Bypass from Km 77900Baradi to Km 86150,618034.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,35.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of 2 lane Barpeta Bypass from Km 77900Baradi to Km 86150,618034.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,35.3
EXPENDITURE_LAG,CRITICAL,Only 17% budget spent but 79% time elapsed,Widening/lmprovement to 4-L of Karimgani - sutarkandi section of NH 37 from,618310.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,24.3
PF_GAP,WARNING,Physical-Financial gap of 24.8%,Widening/lmprovement to 4-L of Karimgani - sutarkandi section of NH 37 from,618310.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,24.3
EXPENDITURE_LAG,CRITICAL,Only 18% budget spent but 75% time elapsed,Widening/lmprovement to 4-Lane with Paved shoulder for existing as well as,618311.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,23.4
PF_GAP,WARNING,Physical-Financial gap of 22.8%,Widening/lmprovement to 4-Lane with Paved shoulder for existing as well as,618311.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,23.4
PF_GAP,WARNING,Physical-Financial gap of 26.1%,Widening/lmprovement of Existing 2 lane to 4-Laning of Karimganj-Silchar section,618313.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,17.4
PF_GAP,WARNING,Physical-Financial gap of 22.7%,Construction of New 2-Lane Bridge with its approaches from km 0000 to Km,618286.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,44.0
TIME_OVERRUN,WARNING,Delayed by 25 months,Construction of New 2-Lane Bridge with its approaches from km 0000 to Km,618286.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,44.0
EXPENDITURE_LAG,CRITICAL,Only 15% budget spent but 70% time elapsed,Widening/Improvement to 4-Lane with paved Shoulder from Ch. 25.633 Km to,618287.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,29.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Widening/Improvement to 4-Lane with paved Shoulder from Ch. 25.633 Km to,618287.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,29.2
TIME_OVERRUN,CRITICAL,Delayed by 39 months,Construction and up gradation to 4-Lane of existing two lane with paved shoulder,618289.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,47.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction and up gradation to 4-Lane of existing two lane with paved shoulder,618289.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,47.3
PF_GAP,WARNING,Physical-Financial gap of 20.0%,4-Laning of Dhanehari Lailapur / Vairengte section from Existing Chainage km,618314.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,34.7
EXPENDITURE_LAG,CRITICAL,Only 31% budget spent but 73% time elapsed,Widening/Improvement to 2 lane with earthen shoulder of Choithar to Marrem,618306.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,31.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Widening/Improvement to 2 lane with earthen shoulder of Choithar to Marrem,618306.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,31.5
TIME_OVERRUN,CRITICAL,Delayed by 51 months,Improvement of existing road to 2 laning with Hard Shoulders of Maram -Peren,618416.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,50.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Improvement of existing road to 2 laning with Hard Shoulders of Maram -Peren,618416.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,50.7
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 350% time elapsed,Improvement of existing road to 2 laning with Hard Shoulders of Maram-Peren,618415.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,64.6
PF_GAP,WARNING,Physical-Financial gap of 100.0%,Improvement of existing road to 2 laning with Hard Shoulders of Maram-Peren,618415.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,64.6
ELEVATED_RISK_ML,WARNING,ML risk score: 65/100,Improvement of existing road to 2 laning with Hard Shoulders of Maram-Peren,618415.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,64.6
TIME_OVERRUN,CRITICAL,Delayed by 39 months,Improvement of existing road to 2 laning with Hard Shoulders of Maram-Peren,618415.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,64.6
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Improvement of existing road to 2 laning with Hard Shoulders of Maram-Peren,618415.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,64.6
PROGRESS_STAGNATION,CRITICAL,Only 26% progress with 88% time elapsed,Widening/Improvement to 2 lane with earthen shoulder of Marrem Khullen to,618305.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,40.2
PROGRESS_STAGNATION,CRITICAL,Only 28% progress with 117% time elapsed,Widening/Improvement to 2 Lane with earthen shoulder of Jessami to Laynen,618304.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,47.5
PF_GAP,WARNING,Physical-Financial gap of -50.1%,Widening/Improvement to 2 Lane with earthen shoulder of Jessami to Laynen,618304.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,47.5
PF_GAP,WARNING,Physical-Financial gap of 25.7%,Widening/Improvement to 2-lane with earthen shoulder of Yaingangpokpi - Finch,618303.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,55.7
TIME_OVERRUN,CRITICAL,Delayed by 50 months,Widening/Improvement to 2-lane with earthen shoulder of Yaingangpokpi - Finch,618303.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,55.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Widening/Improvement to 2-lane with earthen shoulder of Yaingangpokpi - Finch,618303.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,55.7
TIME_OVERRUN,WARNING,Delayed by 30 months,Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi,618389.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,39.7
TIME_OVERRUN,WARNING,Delayed by 23 months,Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi,618388.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,40.2
PF_GAP,WARNING,Physical-Financial gap of 31.9%,Construction of 2-laning with Hard shoulder of Ukhrul Tolloi - Tadubi section of,618387.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,51.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of 2-laning with Hard shoulder of Ukhrul Tolloi - Tadubi section of,618387.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,51.3
PF_GAP,WARNING,Physical-Financial gap of 22.0%,Widening/Improvement to 2-lane with earthen shoulder of Yaingangpokpi - Finch,618302.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,53.9
TIME_OVERRUN,CRITICAL,Delayed by 50 months,Widening/Improvement to 2-lane with earthen shoulder of Yaingangpokpi - Finch,618302.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,53.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Widening/Improvement to 2-lane with earthen shoulder of Yaingangpokpi - Finch,618302.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,53.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Widening/Improvement of existing 2-lane to 4-Lane Divided Highway from,618301.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,43.8
TIME_OVERRUN,CRITICAL,Delayed by 52 months,Improvement/Up-gradation of existing 2-Lane Road to 4-Lane Divided Highway,618300.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,50.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Improvement/Up-gradation of existing 2-Lane Road to 4-Lane Divided Highway,618300.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,50.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Improvement/Up-gradation of existing 2-Lane Road to 4-Lane Divided Highway,618299.0,Ministry of Road Transport & Highways,Roads & Highways,Manipur,38.9
